Date,Habit,Completed
2024-07-27,Code,True
2024-07-27,Drink Water,True
2024-07-28,Exercise,True
2024-07-28,Read,False
2024-07-28,Meditate,False
2024-07-28,Code,False
2024-07-28,Drink Water,False
2024-07-29,Exercise,True
2024-07-29,Read,False
2024-07-29,Meditate,True
2024-07-29,Code,True
2024-07-29,Drink Water,True
2024-07-30,Exercise,True
2024-07-30,Read,False
2024-07-30,Meditate,True
2024-07-30,Code,False
2024-07-30,Drink Water,False
2024-07-31,Exercise,True
2024-07-31,Read,False
2024-07-31,Meditate,False
2024-07-31,Code,True
2024-07-31,Drink Water,False
2024-08-01,Exercise,True
2024-08-01,Read,True
2024-08-01,Meditate,True
2024-08-01,Code,False
2024-08-01,Drink Water,True
2024-08-02,Exercise,True
2024-08-02,Read,False
2024-08-02,Meditate,False
2024-08-02,Code,False
2024-08-02,Drink Water,False
2024-08-03,Exercise,True
2024-08-03,Read,False
2024-08-03,Meditate,True
2024-08-03,Code,False
2024-08-03,Drink Water,True
2024-08-04,Exercise,False
2024-08-04,Read,True
2024-08-04,Meditate,True
2024-08-04,Code,False
2024-08-04,Drink Water,False
2024-08-05,Exercise,True
2024-08-05,Read,False
2024-08-05,Meditate,False
2024-08-05,Code,False
2024-08-05,Drink Water,True
2024-08-06,Exercise,True
2024-08-06,Read,True
2024-08-06,Meditate,False
2024-08-06,Code,False
2024-08-06,Drink Water,True
2024-08-07,Exercise,True
2024-08-07,Read,False
2024-08-07,Meditate,True
2024-08-07,Code,True
2024-08-07,Drink Water,True
2024-08-08,Exercise,False
2024-08-08,Read,True
2024-08-08,Meditate,False
2024-08-08,Code,False
2024-08-08,Drink Water,False
2024-08-09,Exercise,True
2024-08-09,Read,True
2024-08-09,Meditate,False
2024-08-09,Code,True
2024-08-09,Drink Water,True
2024-08-10,Exercise,False
2024-08-10,Read,False
2024-08-10,Meditate,True
2024-08-10,Code,True
2024-08-10,Drink Water,True
2024-08-11,Exercise,True
2024-08-11,Read,True
2024-08-11,Meditate,True
2024-08-11,Code,True
2024-08-11,Drink Water,False
2024-08-12,Exercise,False
2024-08-12,Read,False
2024-08-12,Meditate,False
2024-08-12,Code,False
2024-08-12,Drink Water,True
2024-08-13,Exercise,False
2024-08-13,Read,False
2024-08-13,Meditate,True
2024-08-13,Code,True
2024-08-13,Drink Water,True
2024-08-14,Exercise,False
2024-08-14,Read,True
2024-08-14,Meditate,True
2024-08-14,Code,False
2024-08-14,Drink Water,True
2024-08-15,Exercise,True
2024-08-15,Read,True
2024-08-15,Meditate,False
2024-08-15,Code,True
2024-08-15,Drink Water,True
2024-08-16,Exercise,True
2024-08-16,Read,True
2024-08-16,Meditate,False
2024-08-16,Code,True
2024-08-16,Drink Water,True
2024-08-17,Exercise,True
2024-08-17,Read,True
2024-08-17,Meditate,False
2024-08-17,Code,True
2024-08-17,Drink Water,False
2024-08-18,Exercise,True
2024-08-18,Read,False
2024-08-18,Meditate,False
2024-08-18,Code,False
2024-08-18,Drink Water,True
2024-08-19,Exercise,True
2024-08-19,Read,True
2024-08-19,Meditate,False
2024-08-19,Code,False
2024-08-19,Drink Water,True
2024-08-20,Exercise,False
2024-08-20,Read,False
2024-08-20,Meditate,False
2024-08-20,Code,False
2024-08-20,Drink Water,True
2024-08-21,Exercise,False
2024-08-21,Read,False
2024-08-21,Meditate,True
2024-08-21,Code,True
2024-08-21,Drink Water,False
2024-08-22,Exercise,True
2024-08-22,Read,False
2024-08-22,Meditate,True
2024-08-22,Code,True
2024-08-22,Drink Water,True
2024-08-23,Exercise,False
2024-08-23,Read,False
2024-08-23,Meditate,False
2024-08-23,Code,False
2024-08-23,Drink Water,False
2024-08-24,Exercise,False
2024-08-24,Read,False
2024-08-24,Meditate,False
2024-08-24,Code,True
2024-08-24,Drink Water,False
2024-08-25,Exercise,True
2024-08-25,Read,False
2024-08-25,Meditate,True
2024-08-25,Code,False
2024-08-25,Drink Water,True
2024-08-26,Exercise,True
2024-08-26,Read,False
2024-08-26,Meditate,True
2024-08-26,Code,True
2024-08-26,Drink Water,True
2024-08-27,Exercise,False
2024-08-27,Read,False
2024-08-27,Meditate,True
2024-08-27,Code,True
2024-08-27,Drink Water,False
2024-08-28,Exercise,True
2024-08-28,Read,True
2024-08-28,Meditate,True
2024-08-28,Code,False
2024-08-28,Drink Water,True
2024-08-29,Exercise,False
2024-08-29,Read,True
2024-08-29,Meditate,False
2024-08-29,Code,True
2024-08-29,Drink Water,False
2024-08-30,Exercise,True
2024-08-30,Read,False
2024-08-30,Meditate,True
2024-08-30,Code,False
2024-08-30,Drink Water,False
2024-08-31,Exercise,True
2024-08-31,Read,False
2024-08-31,Meditate,True
2024-08-31,Code,False
2024-08-31,Drink Water,True
2024-09-01,Exercise,False
2024-09-01,Read,False
2024-09-01,Meditate,False
2024-09-01,Code,False
2024-09-01,Drink Water,True
2024-09-02,Exercise,True
2024-09-02,Read,False
2024-09-02,Meditate,True
2024-09-02,Code,False
2024-09-02,Drink Water,False
2024-09-03,Exercise,False
2024-09-03,Read,False
2024-09-03,Meditate,False
2024-09-03,Code,False
2024-09-03,Drink Water,True
2024-09-04,Exercise,False
2024-09-04,Read,False
2024-09-04,Meditate,False
2024-09-04,Code,True
2024-09-04,Drink Water,True
2024-09-05,Exercise,True
2024-09-05,Read,False
2024-09-05,Meditate,True
2024-09-05,Code,True
2024-09-05,Drink Water,True
2024-09-06,Exercise,True
2024-09-06,Read,False
2024-09-06,Meditate,False
2024-09-06,Code,True
2024-09-06,Drink Water,False
2024-09-07,Exercise,True
2024-09-07,Read,False
2024-09-07,Meditate,True
2024-09-07,Code,False
2024-09-07,Drink Water,True
2024-09-08,Exercise,True
2024-09-08,Read,True
2024-09-08,Meditate,True
2024-09-08,Code,False
2024-09-08,Drink Water,True
2024-09-09,Exercise,False
2024-09-09,Read,True
2024-09-09,Meditate,True
2024-09-09,Code,False
2024-09-09,Drink Water,False
2024-09-10,Exercise,True
2024-09-10,Read,False
2024-09-10,Meditate,False
2024-09-10,Code,False
2024-09-10,Drink Water,True
2024-09-11,Exercise,False
2024-09-11,Read,True
2024-09-11,Meditate,True
2024-09-11,Code,True
2024-09-11,Drink Water,False
2024-09-12,Exercise,True
2024-09-12,Read,False
2024-09-12,Meditate,True
2024-09-12,Code,True
2024-09-12,Drink Water,False
2024-09-13,Exercise,True
2024-09-13,Read,True
2024-09-13,Meditate,False
2024-09-13,Code,False
2024-09-13,Drink Water,True
2024-09-14,Exercise,False
2024-09-14,Read,False
2024-09-14,Meditate,False
2024-09-14,Code,True
2024-09-14,Drink Water,True
2024-09-15,Exercise,True
2024-09-15,Read,False
2024-09-15,Meditate,False
2024-09-15,Code,False
2024-09-15,Drink Water,True
2024-09-16,Exercise,True
2024-09-16,Read,True
2024-09-16,Meditate,False
2024-09-16,Code,False
2024-09-16,Drink Water,True
2024-09-17,Exercise,False
2024-09-17,Read,True
2024-09-17,Meditate,False
2024-09-17,Code,False
2024-09-17,Drink Water,False
2024-09-18,Exercise,True
2024-09-18,Read,True
2024-09-18,Meditate,False
2024-09-18,Code,False
2024-09-18,Drink Water,True
2024-09-19,Exercise,True
2024-09-19,Read,True
2024-09-19,Meditate,False
2024-09-19,Code,False
2024-09-19,Drink Water,True
2024-09-20,Exercise,False
2024-09-20,Read,True
2024-09-20,Meditate,False
2024-09-20,Code,False
2024-09-20,Drink Water,False
2024-09-21,Exercise,False
2024-09-21,Read,False
2024-09-21,Meditate,False
2024-09-21,Code,False
2024-09-21,Drink Water,False
2024-09-22,Exercise,True
2024-09-22,Read,False
2024-09-22,Meditate,True
2024-09-22,Code,True
2024-09-22,Drink Water,False
2024-09-23,Exercise,True
2024-09-23,Read,False
2024-09-23,Meditate,True
2024-09-23,Code,False
2024-09-23,Drink Water,True
2024-09-24,Exercise,True
2024-09-24,Read,False
2024-09-24,Meditate,False
2024-09-24,Code,False
2024-09-24,Drink Water,True
2024-09-25,Exercise,True
2024-09-25,Read,False
2024-09-25,Meditate,False
2024-09-25,Code,True
2024-09-25,Drink Water,True
2024-09-26,Exercise,False
2024-09-26,Read,True
2024-09-26,Meditate,True
2024-09-26,Code,True
2024-09-26,Drink Water,True
2024-09-27,Exercise,False
2024-09-27,Read,False
2024-09-27,Meditate,True
2024-09-27,Code,True
2024-09-27,Drink Water,False
2024-09-28,Exercise,False
2024-09-28,Read,True
2024-09-28,Meditate,False
2024-09-28,Code,True
2024-09-28,Drink Water,True
2024-09-29,Exercise,False
2024-09-29,Read,True
2024-09-29,Meditate,False
2024-09-29,Code,True
2024-09-29,Drink Water,True
2024-09-30,Exercise,False
2024-09-30,Read,False
2024-09-30,Meditate,True
2024-09-30,Code,False
2024-09-30,Drink Water,False
2024-10-01,Exercise,False
2024-10-01,Read,False
2024-10-01,Meditate,False
2024-10-01,Code,True
2024-10-01,Drink Water,True
2024-10-02,Exercise,True
2024-10-02,Read,False
2024-10-02,Meditate,True
2024-10-02,Code,False
2024-10-02,Drink Water,True
2024-10-03,Exercise,False
2024-10-03,Read,False
2024-10-03,Meditate,False
2024-10-03,Code,True
2024-10-03,Drink Water,False
2024-10-04,Exercise,False
2024-10-04,Read,False
2024-10-04,Meditate,True
2024-10-04,Code,False
2024-10-04,Drink Water,True
2024-10-05,Exercise,True
2024-10-05,Read,True
2024-10-05,Meditate,False
2024-10-05,Code,False
2024-10-05,Drink Water,True
2024-10-06,Exercise,True
2024-10-06,Read,True
2024-10-06,Meditate,False
2024-10-06,Code,True
2024-10-06,Drink Water,True
2024-10-07,Exercise,True
2024-10-07,Read,True
2024-10-07,Meditate,True
2024-10-07,Code,True
2024-10-07,Drink Water,False
2024-10-08,Exercise,False
2024-10-08,Read,False
2024-10-08,Meditate,False
2024-10-08,Code,False
2024-10-08,Drink Water,False
2024-10-09,Exercise,True
2024-10-09,Read,True
2024-10-09,Meditate,False
2024-10-09,Code,False
2024-10-09,Drink Water,True
2024-10-10,Exercise,True
2024-10-10,Read,False
2024-10-10,Meditate,False
2024-10-10,Code,False
2024-10-10,Drink Water,False
2024-10-11,Exercise,True
2024-10-11,Read,True
2024-10-11,Meditate,False
2024-10-11,Code,True
2024-10-11,Drink Water,True
2024-10-12,Exercise,True
2024-10-12,Read,False
2024-10-12,Meditate,True
2024-10-12,Code,False
2024-10-12,Drink Water,False
2024-10-13,Exercise,True
2024-10-13,Read,False
2024-10-13,Meditate,False
2024-10-13,Code,True
2024-10-13,Drink Water,False
2024-10-14,Exercise,True
2024-10-14,Read,True
2024-10-14,Meditate,False
2024-10-14,Code,True
2024-10-14,Drink Water,True
2024-10-15,Exercise,False
2024-10-15,Read,False
2024-10-15,Meditate,True
2024-10-15,Code,True
2024-10-15,Drink Water,False
2024-10-16,Exercise,False
2024-10-16,Read,True
2024-10-16,Meditate,False
2024-10-16,Code,True
2024-10-16,Drink Water,True
2024-10-17,Exercise,True
2024-10-17,Read,True
2024-10-17,Meditate,True
2024-10-17,Code,False
2024-10-17,Drink Water,True
2024-10-18,Exercise,False
2024-10-18,Read,True
2024-10-18,Meditate,True
2024-10-18,Code,False
2024-10-18,Drink Water,True
2024-10-19,Exercise,False
2024-10-19,Read,False
2024-10-19,Meditate,False
2024-10-19,Code,False
2024-10-19,Drink Water,False
2024-10-20,Exercise,False
2024-10-20,Read,True
2024-10-20,Meditate,False
2024-10-20,Code,False
2024-10-20,Drink Water,True
2024-10-21,Exercise,True
2024-10-21,Read,False
2024-10-21,Meditate,False
2024-10-21,Code,True
2024-10-21,Drink Water,False
2024-10-22,Exercise,False
2024-10-22,Read,True
2024-10-22,Meditate,True
2024-10-22,Code,True
2024-10-22,Drink Water,False
2024-10-23,Exercise,False
2024-10-23,Read,False
2024-10-23,Meditate,False
2024-10-23,Code,False
2024-10-23,Drink Water,True
2024-10-24,Exercise,True
2024-10-24,Read,True
2024-10-24,Meditate,False
2024-10-24,Code,False
2024-10-24,Drink Water,False
2024-10-25,Exercise,False
2024-10-25,Read,True
2024-10-25,Meditate,False
2024-10-25,Code,True
2024-10-25,Drink Water,False
2024-10-26,Exercise,True
2024-10-26,Read,True
2024-10-26,Meditate,True
2024-10-26,Code,False
2024-10-26,Drink Water,True
2024-10-27,Exercise,True
2024-10-27,Read,True
2024-10-27,Meditate,True
2024-10-27,Code,True
2024-10-27,Drink Water,False
2024-10-28,Exercise,True
2024-10-28,Read,True
2024-10-28,Meditate,False
2024-10-28,Code,True
2024-10-28,Drink Water,True
2024-10-29,Exercise,False
2024-10-29,Read,True
2024-10-29,Meditate,False
2024-10-29,Code,True
2024-10-29,Drink Water,True
2024-10-30,Exercise,True
2024-10-30,Read,False
2024-10-30,Meditate,False
2024-10-30,Code,True
2024-10-30,Drink Water,False
2024-10-31,Exercise,False
2024-10-31,Read,True
2024-10-31,Meditate,True
2024-10-31,Code,True
2024-10-31,Drink Water,True
2024-11-01,Exercise,True
2024-11-01,Read,True
2024-11-01,Meditate,False
2024-11-01,Code,True
2024-11-01,Drink Water,False
2024-11-02,Exercise,False
2024-11-02,Read,False
2024-11-02,Meditate,True
2024-11-02,Code,True
2024-11-02,Drink Water,False
2024-11-03,Exercise,True
2024-11-03,Read,False
2024-11-03,Meditate,False
2024-11-03,Code,False
2024-11-03,Drink Water,True
2024-11-04,Exercise,True
2024-11-04,Read,False
2024-11-04,Meditate,False
2024-11-04,Code,True
2024-11-04,Drink Water,False
2024-11-05,Exercise,True
2024-11-05,Read,True
2024-11-05,Meditate,False
2024-11-05,Code,False
2024-11-05,Drink Water,False
2024-11-06,Exercise,True
2024-11-06,Read,False
2024-11-06,Meditate,True
2024-11-06,Code,False
2024-11-06,Drink Water,False
2024-11-07,Exercise,True
2024-11-07,Read,True
2024-11-07,Meditate,False
2024-11-07,Code,True
2024-11-07,Drink Water,False
2024-11-08,Exercise,True
2024-11-08,Read,False
2024-11-08,Meditate,True
2024-11-08,Code,False
2024-11-08,Drink Water,False
2024-11-09,Exercise,False
2024-11-09,Read,False
2024-11-09,Meditate,True
2024-11-09,Code,True
2024-11-09,Drink Water,True
2024-11-10,Exercise,True
2024-11-10,Read,True
2024-11-10,Meditate,True
2024-11-10,Code,True
2024-11-10,Drink Water,False
2024-11-11,Exercise,False
2024-11-11,Read,False
2024-11-11,Meditate,True
2024-11-11,Code,True
2024-11-11,Drink Water,False
2024-11-12,Exercise,True
2024-11-12,Read,False
2024-11-12,Meditate,True
2024-11-12,Code,True
2024-11-12,Drink Water,True
2024-11-13,Exercise,True
2024-11-13,Read,True
2024-11-13,Meditate,False
2024-11-13,Code,False
2024-11-13,Drink Water,False
2024-11-14,Exercise,True
2024-11-14,Read,True
2024-11-14,Meditate,True
2024-11-14,Code,False
2024-11-14,Drink Water,False
2024-11-15,Exercise,True
2024-11-15,Read,False
2024-11-15,Meditate,True
2024-11-15,Code,True
2024-11-15,Drink Water,False
2024-11-16,Exercise,False
2024-11-16,Read,False
2024-11-16,Meditate,False
2024-11-16,Code,True
2024-11-16,Drink Water,True
2024-11-17,Exercise,False
2024-11-17,Read,True
2024-11-17,Meditate,False
2024-11-17,Code,True
2024-11-17,Drink Water,False
2024-11-18,Exercise,False
2024-11-18,Read,True
2024-11-18,Meditate,True
2024-11-18,Code,True
2024-11-18,Drink Water,False
2024-11-19,Exercise,False
2024-11-19,Read,False
2024-11-19,Meditate,False
2024-11-19,Code,True
2024-11-19,Drink Water,False
2024-11-20,Exercise,False
2024-11-20,Read,False
2024-11-20,Meditate,False
2024-11-20,Code,False
2024-11-20,Drink Water,True
2024-11-21,Exercise,False
2024-11-21,Read,False
2024-11-21,Meditate,False
2024-11-21,Code,False
2024-11-21,Drink Water,False
2024-11-22,Exercise,True
2024-11-22,Read,True
2024-11-22,Meditate,True
2024-11-22,Code,True
2024-11-22,Drink Water,False
2024-11-23,Exercise,True
2024-11-23,Read,False
2024-11-23,Meditate,True
2024-11-23,Code,True
2024-11-23,Drink Water,False
2024-11-24,Exercise,False
2024-11-24,Read,True
2024-11-24,Meditate,True
2024-11-24,Code,True
2024-11-24,Drink Water,True
2024-11-25,Exercise,True
2024-11-25,Read,True
2024-11-25,Meditate,True
2024-11-25,Code,False
2024-11-25,Drink Water,False
2024-11-26,Exercise,True
2024-11-26,Read,False
2024-11-26,Meditate,True
2024-11-26,Code,True
2024-11-26,Drink Water,False
2024-11-27,Exercise,True
2024-11-27,Read,True
2024-11-27,Meditate,False
2024-11-27,Code,False
2024-11-27,Drink Water,True
2024-11-28,Exercise,True
2024-11-28,Read,True
2024-11-28,Meditate,True
2024-11-28,Code,True
2024-11-28,Drink Water,True
2024-11-29,Exercise,True
2024-11-29,Read,True
2024-11-29,Meditate,False
2024-11-29,Code,True
2024-11-29,Drink Water,True
2024-11-30,Exercise,False
2024-11-30,Read,False
2024-11-30,Meditate,True
2024-11-30,Code,True
2024-11-30,Drink Water,False
2024-12-01,Exercise,False
2024-12-01,Read,True
2024-12-01,Meditate,True
2024-12-01,Code,True
2024-12-01,Drink Water,True
2024-12-02,Exercise,True
2024-12-02,Read,False
2024-12-02,Meditate,True
2024-12-02,Code,True
2024-12-02,Drink Water,True
2024-12-03,Exercise,True
2024-12-03,Read,False
2024-12-03,Meditate,False
2024-12-03,Code,True
2024-12-03,Drink Water,False
2024-12-04,Exercise,True
2024-12-04,Read,True
2024-12-04,Meditate,True
2024-12-04,Code,True
2024-12-04,Drink Water,False
2024-12-05,Exercise,True
2024-12-05,Read,True
2024-12-05,Meditate,False
2024-12-05,Code,False
2024-12-05,Drink Water,True
2024-12-06,Exercise,False
2024-12-06,Read,True
2024-12-06,Meditate,False
2024-12-06,Code,True
2024-12-06,Drink Water,True
2024-12-07,Exercise,True
2024-12-07,Read,False
2024-12-07,Meditate,True
2024-12-07,Code,True
2024-12-07,Drink Water,True
2024-12-08,Exercise,True
2024-12-08,Read,False
2024-12-08,Meditate,False
2024-12-08,Code,True
2024-12-08,Drink Water,True
2024-12-09,Exercise,True
2024-12-09,Read,False
2024-12-09,Meditate,True
2024-12-09,Code,False
2024-12-09,Drink Water,True
2024-12-10,Exercise,True
2024-12-10,Read,True
2024-12-10,Meditate,False
2024-12-10,Code,True
2024-12-10,Drink Water,False
2024-12-11,Exercise,False
2024-12-11,Read,True
2024-12-11,Meditate,True
2024-12-11,Code,False
2024-12-11,Drink Water,True
2024-12-12,Exercise,False
2024-12-12,Read,True
2024-12-12,Meditate,True
2024-12-12,Code,True
2024-12-12,Drink Water,False
2024-12-13,Exercise,False
2024-12-13,Read,False
2024-12-13,Meditate,True
2024-12-13,Code,True
2024-12-13,Drink Water,True
2024-12-14,Exercise,True
2024-12-14,Read,True
2024-12-14,Meditate,False
2024-12-14,Code,True
2024-12-14,Drink Water,False
2024-12-15,Exercise,True
2024-12-15,Read,True
2024-12-15,Meditate,False
2024-12-15,Code,True
2024-12-15,Drink Water,False
2024-12-16,Exercise,True
2024-12-16,Read,False
2024-12-16,Meditate,True
2024-12-16,Code,True
2024-12-16,Drink Water,False
2024-12-17,Exercise,True
2024-12-17,Read,True
2024-12-17,Meditate,True
2024-12-17,Code,False
2024-12-17,Drink Water,False
2024-12-18,Exercise,False
2024-12-18,Read,True
2024-12-18,Meditate,True
2024-12-18,Code,False
2024-12-18,Drink Water,True
2024-12-19,Exercise,True
2024-12-19,Read,False
2024-12-19,Meditate,True
2024-12-19,Code,False
2024-12-19,Drink Water,True
2024-12-20,Exercise,True
2024-12-20,Read,False
2024-12-20,Meditate,False
2024-12-20,Code,False
2024-12-20,Drink Water,False
2024-12-21,Exercise,True
2024-12-21,Read,False
2024-12-21,Meditate,False
2024-12-21,Code,False
2024-12-21,Drink Water,True
2024-12-22,Exercise,True
2024-12-22,Read,True
2024-12-22,Meditate,False
2024-12-22,Code,True
2024-12-22,Drink Water,True
2024-12-23,Exercise,False
2024-12-23,Read,False
2024-12-23,Meditate,False
2024-12-23,Code,True
2024-12-23,Drink Water,False
2024-12-24,Exercise,True
2024-12-24,Read,False
2024-12-24,Meditate,False
2024-12-24,Code,True
2024-12-24,Drink Water,False
2024-12-25,Exercise,True
2024-12-25,Read,True
2024-12-25,Meditate,True
2024-12-25,Code,True
2024-12-25,Drink Water,True
2024-12-26,Exercise,False
2024-12-26,Read,True
2024-12-26,Meditate,False
2024-12-26,Code,False
2024-12-26,Drink Water,False
2024-12-27,Exercise,False
2024-12-27,Read,False
2024-12-27,Meditate,False
2024-12-27,Code,True
2024-12-27,Drink Water,False
2024-12-28,Exercise,True
2024-12-28,Read,True
2024-12-28,Meditate,False
2024-12-28,Code,False
2024-12-28,Drink Water,True
2024-12-29,Exercise,False
2024-12-29,Read,True
2024-12-29,Meditate,True
2024-12-29,Code,False
2024-12-29,Drink Water,False
2024-12-30,Exercise,True
2024-12-30,Read,True
2024-12-30,Meditate,True
2024-12-30,Code,True
2024-12-30,Drink Water,True
